رقم الرخصة,اسم المنشأة,رقم الجهة
54609217299,أبا الخيل-بن لادن #488,3938517082
54613300190,"الحكير, الحجار and بن لادن #1355",1947462882
54617349356,آل عطفة-المغاولة #12772,6367122302
54617413609,كانو Ltd #12580,1092364322
54623004024,"آل علي, الحجار and شربتلي #5892",8574626241
54623628541,"حجار, آل عايض and آل محمد بن علي بن جماز #7409",5798726287
54626323911,"العجلان, آل سعود and الحكير #13148",5246230981
54626615771,آل بن ظافر and Sons #5642,7938821352
54629562521,آل بن لافي LLC #16747,6996194116
54634554624,مهنا-العقيل #1367,4610685908
54646429819,المشاولة-المهيدب #12709,5110894467
54646637365,"كانو, كانو and آل جعفر #1964",8690331026
54651626894,الدباغ-آل العسكري #12528,8468185246
54656966031,آل الشيخ and Sons #4245,7655657216
54657123261,فصيل PLC #8081,7361059140
54657605602,الخرافي Inc #18199,6300475671
54660770630,"آل مقطة, الجفالي and حجار #10024",6784386076
54662557749,آل صفوان Inc #6706,1468603718
54667607892,الحجار PLC #355,1853946793
54671169757,الجفالي LLC #7946,8187271654
54672558152,آل سعود Group #5074,1751106018
54674643920,الحكير-حنبولي #8604,6686734743
54675584675,آل سعود and Sons #2967,8783538028
54679812071,آل قصير-آل عايض #2090,9316306712
54682105731,"آل عطفة, حنبولي and الجابر #6126",7325418119
54683556389,المشاولة PLC #2667,3002964226
54686341155,"آل عواض, آل سلطان and المهنا #4780",8919293224
54698003199,آل معيض-الحكير #6229,7451980571
54704206432,آل محمد بن علي بن جماز Ltd #5389,7496840977
54708205555,مهنا-المغاولة #3822,8309156190
54711451083,"فصيل, آل خضير and أبو داوود #10007",3407348599
54712804076,"الحكير, آل معيض and الخرافي #5594",1897791315
54714812215,آل العسكري-آل صفوان #15317,1813863989
54717581207,"الحجار, أبا الخيل and آل مقطة #4484",5713893040
54718046852,آل عايض-حجار #1889,1477032666
54719254901,آل علي-الجابر #554,1285129002
54722929277,آل خضير-آل سعود #9965,2844168640
54725084765,"المهنا, آل عواض and الحكير #1994",9432037086
54728777426,الراشد-آل حسين #4408,2726537711
54734809102,آل حسين LLC #17261,1699559568
54745602335,حجار-آل الشيخ #3343,3038277633
54757654011,المشاولة Ltd #2039,6474433170
54759430036,"الجابر, الجفالي and آل جعفر #1849",1594372352
54759841192,أبو داوود-الشايع #9695,8352674258
54759859069,آل معيض-الحجار #7111,5665853352
54761230612,أبا الخيل Ltd #18718,1817934571
54775278536,"حجار, آل علي and المشاولة #14881",7862311178
54777381008,آل خضير-الخرافي #17054,7079472185
54779455109,آل عايض Inc #16383,9265734345
54783795417,آل صفوان-آل علي #17622,4131436120
54783906412,المشاولة-آل العسكري #1054,6872023659
54790085495,"العجلان, آل معيض and الراشد #2021",3676404866
54794871093,آل العسكري Group #14358,3538963587
54795709508,"المغاولة, آل جعفر and بن لادن #12014",2393269237
54800447444,آل بن لافي-المهنا #18298,1502605545
54803853318,"المهنا, آل سلطان and العجلان #13304",5972189439
54806763607,"المشاولة, المهنا and فصيل #2922",3961910985
54811362082,أبا الخيل Group #8030,2169915785
54811864321,"شربتلي, آل سلطان and حجار #5318",6308610981
54812260906,آل رفيع-شربتلي #12906,7301273919
54813667620,"حجار, مهنا and الخرافي #1024",8654353374
54814137003,"آل حسين, الراشد and العليان #8800",8571861838
54815246358,"آل مقطة, حجار and العجلان #4472",2724086475
54821419892,آل بن ظافر-آل عايض #14069,2721061634
54822577164,"الخرافي, آل العسكري and آل خضير #14171",1220938336
54825115550,آل بن لافي-الخرافي #17599,5099344586
54828940659,بقشان Group #721,9468576327
54830674421,آل سلطان LLC #9184,2784941397
54834084493,"الجفالي, آل عايض and مهنا #18882",3891625383
54835487903,مهنا and Sons #3341,6382392846
54841908186,"الحكير, شربتلي and آل رفيع #18848",5491538231
54843160256,الخرافي-مهنا #6191,2183243834
54846910758,بن لادن-حنبولي #11778,6922174814
54861175562,"مهنا, آل حسين and آل رفيع #6424",2613808586
54874852310,آل خضير-آل محمد بن علي بن جماز #17756,4271767211
54882403214,الدباغ-آل رفيع #7562,5701702547
54884352457,آل حسين-الجابر #5717,7152499795
54886675272,المهنا PLC #5069,6027091520
54887802812,"آل عواض, آل مقطة and الشايع #18797",6924105995
54889535617,العجلان Group #2124,1024762712
54900798341,الحكير Group #69,1176156557
54908713088,"آل رفيع, آل خضير and آل صفوان #5380",4993965476
54920026537,الشايع and Sons #12522,1251652780
54926660200,"كانو, الجابر and آل رفيع #11613",6715891634
54927117090,العقيل and Sons #3081,5277012454
54929955651,"الجابر, آل عايض and الحكير #4969",4703569135
54933298904,"كانو, آل عايض and بقشان #3924",8011023409
54933621670,آل الشيخ-أبو داوود #8331,3642891311
54933909460,العقيل-آل سلطان #6610,1577469204
54933996326,آل سعود-الحكير #9294,5653071729
54934100613,المشاولة-الجفالي #19280,9977664968
54937110612,الحكير Group #3437,4900038631
54942979213,العليان and Sons #18482,1236507412
54948893361,أبا الخيل-آل محمد بن علي بن جماز #568,2337115106
54951129745,أبا الخيل-المغاولة #12988,8909790201
54952887173,"الحجار, المغاولة and آل الشيخ #4323",6356499167
54956872014,"الجفالي, بقشان and آل مقطة #71",4562017479
54963900971,الخرافي Group #6743,2234698811
54970917098,مهنا-آل جعفر #15294,1895888714
54985594169,آل جعفر PLC #3382,2562842335
54985807599,الخرافي LLC #15446,6154862078
54988292960,آل عواض Group #3570,7557252322
54998203270,"الجابر, الدباغ and الشايع #14543",2102569148
55003128642,الحجار and Sons #5500,3335978387
55009779680,الجابر Ltd #12795,3084759813
55010761216,"آل مقطة, آل رفيع and آل عطفة #13435",4250145856
55014983839,آل العسكري-آل عايض #127,1061617400
55018813193,"العليان, العجلان and آل علي #19491",3716910794
55018918202,"فصيل, العجلان and الخرافي #7255",2153169216
55020320244,آل رفيع and Sons #11998,3677630592
55020423540,"الحجار, العقيل and آل جعفر #12000",2278453301
55020895401,"بن لادن, آل بن ظافر and أبو داوود #4363",1742621533
55021877303,آل قصير LLC #15668,9822854354
55031662865,"المهيدب, الحكير and آل مقطة #8149",9368778101
55033038713,آل بن ظافر-المغاولة #14584,6552377504
55034383847,"آل مقطة, آل عواض and آل حسين #51",7400954628
55034738349,آل الشيخ Ltd #3410,2382427385
55040774395,الحجار Group #6826,4248670417
55044124656,الجفالي PLC #10996,2537725028
55053678028,بقشان PLC #16458,1841890711
55054846935,آل رفيع-آل صفوان #15266,3377233441
55057747547,"شربتلي, آل جعفر and آل سعود #7735",8856770739
55058776129,أبا الخيل PLC #12343,2900243908
55061765995,فصيل and Sons #2584,6397154704
55067694499,"بقشان, الجابر and آل سلطان #6962",3694544966
55068664054,"كانو, آل مقطة and الحجار #4715",2203397189
55075533057,آل سعود LLC #7771,7621700550
55078352554,كانو-الحجار #6747,1768338191
55079575319,حجار-أبا الخيل #11292,3698562582
55081608864,الخرافي Ltd #4108,8836933420
55084729526,"مهنا, فصيل and العجلان #2483",6954585866
55086449008,آل عواض-آل جعفر #16204,9127225414
55086453821,بقشان Inc #12788,1982688104
55087407764,العجلان-آل عطفة #9963,1795385507
55090170063,أبا الخيل Inc #820,8859661121
55090709161,شربتلي Group #5414,8988834665
55090841139,آل محمد بن علي بن جماز PLC #8612,5751905849
55091759021,آل حسين-الخرافي #483,4026294777
55101396765,آل بن ظافر-بقشان #14172,6899477579
55102705286,آل حسين LLC #11308,8418796591
55103559912,"آل بن لافي, بن لادن and شربتلي #13893",2466855890
55107915441,آل معيض Group #11290,3484107719
55108570014,آل الشيخ-الدباغ #10511,2277688277
55121275636,"آل عواض, بقشان and الدباغ #7084",8248176139
55126171492,فصيل-آل عايض #4505,3350069110
55136735052,"بقشان, آل قصير and كانو #11630",7143730903
55138951193,آل عطفة PLC #18300,6160676684
55139866601,آل حسين Inc #7352,9304502200
55144678271,المشاولة-آل الشيخ #8976,5962993474
55146169846,"آل سعود, الحكير and آل سعود #13881",9818990310
55151127086,آل بن لافي Inc #6127,8469134273
55151793683,آل خضير-العجلان #1895,6584013981
55154048365,"الراشد, الراشد and أبو داوود #8021",4190565867
55155590249,آل رفيع Inc #2736,8348074486
55156405875,آل خضير LLC #3226,2614201392
55161340884,"بن لادن, العقيل and آل عايض #7030",8351136866
55161828348,أبا الخيل-أبا الخيل #19238,2123429227
55166217813,"آل قصير, العليان and العليان #5820",3111228276
55167538382,"آل بن ظافر, بن لادن and الجابر #7416",6763145068
55168586776,حجار-العليان #5166,9475228296
55170249654,العجلان and Sons #11029,9932230331
55174225514,"آل جعفر, بقشان and آل خضير #707",5897490567
55183566589,آل بن ظافر Inc #19551,2844070977
55190972541,الشايع and Sons #8324,2821117431
55191146762,الحكير-حنبولي #1928,5474739231
55193046862,العقيل-أبو داوود #17380,4580823389
55201443173,الراشد-حنبولي #2838,3351434383
55203914524,آل عواض-بن لادن #13228,8048036048
55209089676,الراشد-آل عطفة #2315,7228325496
55211307203,آل خضير-فصيل #279,1453165718
55214821108,المغاولة-كانو #18502,4735603547
55216339774,"آل صفوان, آل بن لافي and آل مقطة #11761",5760919464
55217191683,الدباغ-آل سعود #11020,8640855468
55222672740,أبو داوود-آل الشيخ #1586,8906688050
55225086850,الخرافي-آل بن ظافر #10697,1380860979
55225996624,آل جعفر PLC #119,7196057511
55226695276,آل بن ظافر-العليان #5348,6351172432
55229249310,بقشان and Sons #8186,7018387250
55240365058,آل عايض-العليان #12137,2725589614
55242801312,"آل خضير, آل خضير and آل مقطة #9220",8092881921
55244594867,آل مقطة-آل محمد بن علي بن جماز #8833,9619459684
55248832983,العجلان-المشاولة #13486,6855696774
55250303631,آل جعفر-المهيدب #5425,2458406802
55260215298,"كانو, آل العسكري and شربتلي #6553",6799836634
55260883609,"حجار, مهنا and الحجار #6265",9619482682
55263583866,فصيل and Sons #5810,4458682183
55265950028,"المهنا, آل عواض and الحكير #1994",9432037086
55267673455,"آل عطفة, آل حسين and آل بن لافي #3357",2442020087
55267805437,العليان Group #14897,2602059726
55271915072,"آل عطفة, الجفالي and حجار #15338",4575042630
55273114648,"الخرافي, الجابر and المهيدب #1418",1895441418
55285151261,آل الشيخ LLC #5548,1638051396
55285482380,آل خضير and Sons #14266,2075684693
55288902057,كانو LLC #2774,1568248700
55288918456,آل العسكري Group #1526,3099158759
55293332611,"آل رفيع, المهنا and آل رفيع #17127",1954477700
55293990043,"آل صفوان, المهيدب and العقيل #17407",1176477513
55298207418,آل رفيع Inc #12644,9833298226
55298268487,أبا الخيل-فصيل #14317,3988587079
55303814408,"آل صفوان, الجابر and المهيدب #699",7175508825
55306305782,آل صفوان-حنبولي #14898,8900022460
55309076461,الجفالي Group #1234,8660495862
55311086311,كانو-آل مقطة #977,3632911022
55316080623,"آل معيض, آل سلطان and العجلان #17463",7143074159
55323999407,آل رفيع-آل عواض #19064,1158012304
55325249302,الخرافي-الراشد #16030,5572339374
55325368599,"آل بن لافي, آل سعود and الجفالي #9477",1501990999
55339211898,"آل معيض, آل محمد بن علي بن جماز and بن لادن #1353",9972171241
55343854356,المشاولة PLC #10522,4417314742
55344104430,"آل قصير, آل خضير and آل الشيخ #15345",4410047501
55346002791,بن لادن Inc #7731,1364658477
55364339017,"آل سلطان, آل عواض and العجلان #62",4721800164
55371075106,"الحجار, آل الشيخ and حنبولي #6873",1564242222
55382993903,حجار LLC #4306,9839011135
55383178814,"آل صفوان, الجابر and المهيدب #699",7175508825
55393213540,آل خضير PLC #7972,8424727680
55393742416,آل سلطان-الحجار #15556,8945529072
55395529365,آل جعفر-بن لادن #2234,4478804975
55397215197,الخرافي-بن لادن #14492,2238907104
55397973211,"بن لادن, آل جعفر and الدباغ #3087",8866479551
55412275493,العليان Group #12037,1110403304
55412706320,"الجفالي, فصيل and المهيدب #4881",5368189251
55415846488,آل محمد بن علي بن جماز Ltd #3831,7945563800
55417400712,"حنبولي, آل عطفة and الراشد #5692",6550290738
55419128151,حجار Group #3048,7730526428
55420937439,آل محمد بن علي بن جماز PLC #18709,2396642539
55425888994,آل العسكري Group #13764,6439077593
55435818024,الشايع-آل سعود #10543,1076081175
55437819915,آل صفوان-المشاولة #2296,3601367098
55442616728,"العقيل, آل عطفة and آل قصير #444",2727657061
55443783916,آل محمد بن علي بن جماز-بن لادن #4027,4719911827
55458473794,"آل حسين, الجابر and الدباغ #18480",1455423117
55464016404,آل معيض and Sons #18235,6833133356
55465108621,آل بن ظافر Ltd #2122,3634288099
55467619116,أبا الخيل-آل عطفة #8075,2646992876
55469353695,العقيل Group #2285,7030255424
55470699203,شربتلي and Sons #2262,9320397934
55472675243,"مهنا, آل العسكري and الحكير #10795",4901960508
55472971517,حنبولي LLC #19378,4130195493
55479774668,"المشاولة, آل جعفر and الحجار #4091",1064746209
55484075925,"آل سلطان, آل قصير and بن لادن #14062",6029750379
55485438444,أبو داوود Inc #19161,9485900216
55486219047,"آل بن لافي, المهيدب and حنبولي #12917",1502173384
55486504408,آل حسين-آل عطفة #3443,1190852290
55490413921,الحكير-آل بن لافي #10048,6710007310
55494158185,بقشان-حجار #538,8613999871
55497692315,المهيدب-بن لادن #8085,3575772783
55504655535,"الراشد, أبو داوود and كانو #6368",5084288048
55507005351,"آل حسين, الراشد and العليان #8800",8571861838
55515420491,"الحجار, آل رفيع and المشاولة #851",1654579559
55518493397,شربتلي-بن لادن #4166,3744667807
55521580131,بقشان LLC #4343,6958954367
55528058883,بقشان-العقيل #9285,4360759346
55531419457,آل مقطة Group #2177,6493457709
55536692274,آل بن ظافر and Sons #1577,9711384231
55554374367,المهنا LLC #14350,4249370343
55556232718,آل قصير-العليان #9163,1549127422
55556888566,"مهنا, آل عواض and آل بن لافي #14370",4179336220
55560324491,"آل سعود, مهنا and المهنا #6255",4784364389
55560720252,العجلان-آل رفيع #9141,8598179254
55565511444,الجفالي-مهنا #16605,5666146193
55566586598,آل الشيخ and Sons #11189,2276218351
55570416465,"الشايع, الخرافي and آل معيض #14135",2305582143
55576339352,"المهيدب, الخرافي and آل علي #6656",2040731717
55580487761,بن لادن-المهيدب #18011,9756539669
55580612454,"الشايع, آل مقطة and فصيل #6331",4751266261
55580871601,آل عايض and Sons #18680,6971645519
55595942409,كانو-الشايع #5591,1708870497
55603653846,آل معيض-آل خضير #7223,6237562385
55613919585,آل العسكري Group #7883,4978968571
55622378969,آل بن ظافر-بقشان #4998,7627878266
55630589520,الحجار-الراشد #18275,8926920798
55632790212,"الراشد, بقشان and المشاولة #2369",2607216887
55633206635,آل معيض PLC #16482,7257233851
55634987501,آل مقطة-آل صفوان #19617,8555077031
55636959222,أبا الخيل-الشايع #10413,8849676759
55639594257,شربتلي Group #16045,9942363310
55641869841,"الراشد, الجفالي and آل عواض #18864",6648743515
55643177684,أبو داوود-آل جعفر #10582,4362647157
55644853132,الدباغ and Sons #19003,1123314896
55645009943,المهيدب-حجار #8668,9917049271
55645313698,المشاولة-بن لادن #131,4798540092
55647798683,"الشايع, آل رفيع and آل خضير #1195",9310230992
55651509553,"المغاولة, آل الشيخ and المهنا #14092",7367815955
55655854938,الحكير Group #9258,9018561120
55656069811,آل الشيخ-آل علي #562,2937731978
55661629938,"الحكير, أبو داوود and آل عايض #16202",4284794953
55668916402,حنبولي and Sons #7338,7764869630
55669355225,كانو-أبو داوود #8772,6734987399
55680335929,آل رفيع-آل مقطة #8229,1093655947
55686590534,"فصيل, آل قصير and آل مقطة #3999",3484661285
55690245856,آل بن لافي PLC #7320,7681387353
55691547307,"بن لادن, آل عواض and آل خضير #3178",3328472527
55695707887,"بقشان, بقشان and آل عواض #1169",7735168301
55706114401,العقيل-العليان #12660,8157689225
55710390328,"الخرافي, أبو داوود and آل حسين #10385",6944185492
55710445071,مهنا LLC #3342,5138585689
55710565884,أبا الخيل LLC #16274,1515660746
55716376671,آل سعود and Sons #8122,3691139536
55730566566,كانو-آل صفوان #11989,4629411352
55735597898,الحكير Inc #3482,2569063096
55738781373,"المهيدب, آل قصير and الخرافي #10017",4469863865
55740367127,آل عطفة-آل بن ظافر #1430,9383349325
55741658738,الحجار-أبا الخيل #789,4510033178
55743581043,آل عطفة-المغاولة #16448,7027909478
55756061643,"المهيدب, العجلان and الجفالي #6345",5709603522
55756892605,"آل عطفة, الحكير and آل عطفة #5972",5335142177
55763601658,"آل العسكري, الجابر and آل بن ظافر #12563",7571944989
55784073657,كانو-آل معيض #15264,2987879231
55788318971,"كانو, بقشان and آل علي #5905",7830641897
55790519443,آل رفيع-الراشد #5341,7713808611
55797085285,"آل العسكري, آل خضير and أبو داوود #16530",8905175883
55802634167,آل قصير and Sons #8347,1867017970
55803300185,الخرافي PLC #6810,1868190817
55810619796,آل رفيع-المشاولة #11797,3340077540
55814373020,آل العسكري-الحجار #250,4537316945
55825284514,"فصيل, حجار and مهنا #9843",7175889652
55835003193,فصيل-الراشد #10583,4962712933
55835843021,العجلان-آل بن ظافر #14911,6984508666
55837581687,آل مقطة-بقشان #18833,2370967333
55839935925,"آل حسين, الشايع and الدباغ #17093",6248323936
55850553910,"العقيل, آل عايض and الحجار #1412",4522149820
55858450962,فصيل Inc #9870,7609178003
55866649528,"أبو داوود, آل مقطة and الحكير #566",1333393601
55867176295,آل عواض-آل معيض #11071,3036756967
55873189221,العقيل Ltd #14844,3171400907
55875763940,"الخرافي, آل عواض and الجابر #6858",9929126136
55880858328,الدباغ Inc #1200,3127167884
55899768959,آل علي-المهنا #16708,2202549205
55900303997,"فصيل, حجار and مهنا #9843",7175889652
55914737584,الراشد LLC #4461,4949351625
55924670392,الجابر-آل حسين #5080,6152781880
55928622775,"آل قصير, آل مقطة and آل بن ظافر #3406",3706601136
55929504241,آل بن ظافر and Sons #11024,8246744776
55930890554,الشايع Ltd #13402,3641155277
55936095893,آل خضير-العجلان #16686,3234024307
55936748742,الحكير Inc #14563,2120575081
55941671076,"حجار, آل خضير and الجابر #473",5404537388
55943422340,آل جعفر-الحجار #8795,1142422272
55943509403,آل علي Inc #8539,8337838003
55954126920,الحجار-العجلان #2156,7026556841
55957484352,"العليان, العقيل and آل محمد بن علي بن جماز #16197",2465276702
55966904217,آل محمد بن علي بن جماز-المهنا #6640,1318278181
55971174756,المشاولة Ltd #13214,7093182528
55986551075,الحكير-آل مقطة #3622,2760084606
55987098232,آل خضير-آل عايض #11401,3915896585
55987391752,"بن لادن, المشاولة and الجابر #10517",4192072356
55993657921,آل صفوان-آل معيض #12697,3977270001
55998380087,بقشان-آل قصير #7778,6580878841
55998504474,"آل بن ظافر, الشايع and آل سعود #6428",3878020307
56011068880,الجابر Group #18504,4037555227
56017546441,"آل العسكري, الجفالي and آل حسين #15466",2885349003
56018765902,العليان-شربتلي #8345,6484141304
56023655976,"المغاولة, المهيدب and حجار #17046",2766297992
56030726747,الدباغ-آل حسين #15202,7465256631
56032783082,الجفالي LLC #2620,2973626785
56033245952,آل رفيع Ltd #19547,9534938767
56035754768,آل محمد بن علي بن جماز-حنبولي #2391,3913640970
56041156263,"آل العسكري, أبا الخيل and أبا الخيل #17645",4120667135
56045136763,"آل عطفة, آل بن ظافر and الجفالي #15243",2640830379
56049495773,"آل صفوان, الجابر and المهيدب #699",7175508825
56053738595,"الحكير, العليان and آل سلطان #7890",1194475361
56053791989,الراشد-آل بن ظافر #7287,7471839018
56061558218,"آل عواض, آل جعفر and الشايع #15937",8599359130
56066662135,الراشد PLC #365,2862090593
56066693745,آل صفوان PLC #1100,5841263952
56086335491,آل خضير-آل سلطان #6491,1503338583
56094051443,آل سعود PLC #5241,3983974823
56103430309,"آل العسكري, حجار and كانو #166",6671131377
56122303139,"الحكير, الجفالي and حنبولي #1163",7588798831
56131698319,آل عواض Ltd #16603,8632526909
56131899146,المهنا-آل عايض #9513,1271747657
56135072702,آل علي-آل معيض #14969,8074946339
56143931892,"الخرافي, المغاولة and العقيل #17796",5276414532
56149283371,"الخرافي, آل سعود and الحكير #16654",8223108642
56163162178,الحكير Group #14681,9678462883
56163609037,فصيل PLC #8533,1514853911
56171339502,العقيل Ltd #5875,1051967319
56175663346,"آل خضير, آل مقطة and العجلان #13909",9720285799
56178846965,الحكير-آل سعود #12624,5989911257
56180390389,الجفالي-الشايع #5882,3725977578
56182172951,آل عايض and Sons #5887,3666735704
56183677215,المهيدب Inc #12666,7929093696
56188862368,الحكير Ltd #4341,9870444446
56189244708,"آل الشيخ, كانو and آل بن لافي #10732",3369946334
56194764400,آل سعود-آل بن لافي #13010,4956994379
56195582318,الدباغ LLC #147,8364884355
56198000541,المغاولة Ltd #2176,3430659422
56202449409,الحجار-المهنا #811,5018728533
56211695608,شربتلي PLC #11077,6587055271
56212412232,الحجار LLC #2702,8274772726
56212634158,"آل العسكري, المهيدب and آل صفوان #12199",2694202645
56216698919,الحجار Ltd #675,3644390836
56218199792,آل عطفة-بن لادن #8369,5432399025
56224364311,"العقيل, الجفالي and الخرافي #3194",7431730397
56231973685,أبو داوود Group #5417,5527774386
56238249816,"آل بن لافي, الخرافي and العليان #6193",8127148156
56238572612,"آل علي, آل علي and الحجار #5867",7861716277
56241564667,"الراشد, أبا الخيل and العليان #19281",3579886889
56249713764,آل بن ظافر-فصيل #3911,5820594608
56250599761,"آل عواض, مهنا and حنبولي #11749",3955843477
56250949163,آل بن لافي LLC #9805,7701866920
56254584898,آل علي-آل قصير #10840,3333875303
56255995795,آل صفوان-أبو داوود #2505,8615241981
56258452786,"الجابر, أبا الخيل and آل سلطان #14968",7291421090
56265172438,الجفالي Group #4112,5537438877
56271291591,آل عواض-آل عواض #10244,2752956702
56276292562,كانو-بن لادن #8965,9378943202
56282734570,المغاولة Inc #17912,8196200419
56285115084,آل بن لافي PLC #7716,8745813832
56287011965,آل خضير-الحجار #15337,4620416046
56289150754,أبو داوود Group #5417,5527774386
56292811635,آل رفيع and Sons #18726,8182288288
56292931406,حنبولي and Sons #5445,6683270866
56305190749,"شربتلي, المشاولة and شربتلي #17056",6227961348
56307011377,آل صفوان-كانو #14413,8322707110
56311125408,"المغاولة, الحكير and الراشد #10258",1393697311
56313105344,"المهنا, أبا الخيل and الجفالي #1539",7746133051
56316551067,آل قصير-آل الشيخ #1141,1893585889
56324792395,آل جعفر Group #8241,9109896530
56327527182,"حجار, العقيل and آل عطفة #983",7335808279
56335813559,مهنا PLC #8501,7727018411
56342224312,الحكير-آل بن لافي #9129,2651775334
56342847776,كانو-فصيل #778,6622717276
56343066723,آل خضير-آل بن لافي #4266,4724688684
56345864528,آل عواض LLC #12805,7133334943
56352337993,آل قصير and Sons #4388,4775832260
56354434988,"آل علي, آل عواض and العجلان #13663",1318455987
56356990218,المهيدب-شربتلي #14307,2864925637
56362748058,"المهيدب, آل رفيع and آل خضير #7827",8344277170
56370993257,حنبولي-بن لادن #18984,3545742614
56375547865,أبو داوود and Sons #3686,3971271289
56376598737,آل العسكري-حجار #17713,6015085519
56378787625,آل بن ظافر-آل جعفر #4449,8308570633
56383745864,"آل بن ظافر, الدباغ and آل العسكري #8391",4992587486
56387507583,"آل خضير, بقشان and آل عايض #8826",6714732118
56392280735,الراشد-العقيل #8356,4234034142
56394148237,آل صفوان-أبو داوود #16871,8761818756
56395812521,الحجار Ltd #675,3644390836
56400465472,آل معيض-العجلان #16968,2347057452
56403429412,فصيل-آل جعفر #17679,1931318821
56405608989,الحكير-آل بن ظافر #1075,6867860398
56407267980,آل خضير Group #4962,1859893903
56409172060,"آل جعفر, حجار and آل علي #9367",1462508834
56412489580,آل الشيخ PLC #18601,9693286423
56419977971,آل خضير PLC #10616,1258370001
56430215655,"الجفالي, العجلان and شربتلي #6831",3359177437
56437257652,"شربتلي, آل محمد بن علي بن جماز and آل خضير #6554",1527815609
56444849987,آل سعود-آل محمد بن علي بن جماز #6609,8898648667
56448568053,"المهيدب, الخرافي and العقيل #8196",4295065687
56450791415,آل سعود Ltd #6319,1669376127
56452810915,حنبولي LLC #1795,1257113754
56453647446,"حنبولي, آل محمد بن علي بن جماز and الجابر #12735",3017559680
56457426341,فصيل and Sons #11898,8293542864
56461816183,آل سلطان Ltd #7568,2301338439
56463132040,"الحكير, الشايع and آل سلطان #11738",8349097320
56466153255,آل مقطة PLC #19511,7846125631
56467689426,الشايع-المغاولة #2912,7520578170
56469706271,آل محمد بن علي بن جماز Inc #3280,8275716596
56471886529,"الخرافي, حنبولي and شربتلي #17104",3363528588
56472059947,"حجار, آل محمد بن علي بن جماز and حنبولي #12321",5476700954
56477313978,"آل بن ظافر, المشاولة and كانو #15458",3080440880
56482576801,المهيدب Group #11859,2897925066
56488269502,آل محمد بن علي بن جماز Group #1399,8135677691
56488352053,"المغاولة, آل جعفر and المهنا #9031",7058391021
56490494830,"آل سعود, الحكير and كانو #2017",3570350903
56493066636,كانو LLC #18177,7586527053
56495703644,الراشد-الخرافي #817,3369198836
56497790183,آل سلطان Ltd #2589,2679097914
56504472789,آل جعفر PLC #119,7196057511
56504772320,بن لادن-آل بن لافي #17559,8218531537
56505137822,"آل علي, الدباغ and فصيل #13754",1105011187
56506377598,آل صفوان-آل سلطان #14202,7935773257
56509833541,العليان-آل سعود #17595,7487082021
56512463139,آل عايض-آل علي #14728,6268762713
56518017592,"المهنا, آل سعود and فصيل #521",9849653614
56521635788,"بن لادن, آل العسكري and آل الشيخ #7878",6693258105
56522213679,آل العسكري-آل بن ظافر #14573,3717733839
56526549493,العجلان-الحكير #15279,8654421762
56528626142,حجار-الخرافي #14840,9154320899
56529472113,الراشد-آل خضير #13911,3845425379
56529509060,"أبا الخيل, آل علي and المغاولة #14017",6655329343
56538761750,"كانو, بن لادن and المهنا #13328",6742936544
56539441186,المشاولة PLC #1751,9720546264
56541240991,"العليان, آل حسين and العجلان #1626",6402306666
56541799187,آل معيض and Sons #9923,8026091641
56550647005,"آل معيض, آل محمد بن علي بن جماز and بن لادن #1353",9972171241
56555170859,آل صفوان PLC #5622,7690352725
56555427881,آل الشيخ Ltd #11480,3398788977
56559436058,"حجار, آل مقطة and أبا الخيل #1065",8949712687
56559729145,آل صفوان Inc #12215,8293989255
56563664588,"آل عايض, المهيدب and المغاولة #17203",6357956322
56570052280,أبو داوود and Sons #756,8932033829
56570341980,آل بن لافي-مهنا #19487,3222320231
56570440652,مهنا-الجابر #17740,7589045143
56570815988,"آل رفيع, بقشان and الراشد #12864",6926805709
56576761747,الجفالي Ltd #9815,6947832539
56577848467,"حجار, الحجار and الدباغ #497",8311425061
56589350576,"آل محمد بن علي بن جماز, فصيل and المهنا #7135",1062793539
56591042456,"حجار, المشاولة and آل بن لافي #2222",4063795585
56592156354,المهيدب-آل العسكري #5860,3066261157
56594026484,"المهنا, أبا الخيل and الجفالي #1539",7746133051
56595551344,"آل جعفر, العجلان and العقيل #10634",4199855689
56599565595,"آل سعود, آل عطفة and آل صفوان #10742",4834689308
56601282756,حنبولي Group #6545,3875675824
56602862818,شربتلي Group #14652,3664667511
56605681716,الحكير PLC #5510,9018585366
56607491725,شربتلي-آل خضير #10690,9415097178
56609859194,"العليان, الجفالي and شربتلي #9868",4779669004
56616502562,الراشد Group #13276,2073113902
56621454744,"فصيل, شربتلي and أبا الخيل #10686",7940051756
56624016481,الدباغ Inc #5790,6956450116
56624701713,الجابر-آل عواض #13482,1553632772
56628379112,"المهنا, آل عواض and الحكير #1994",9432037086
56630471054,آل عواض-المهيدب #6460,7422177313
56631853474,آل سلطان-العجلان #550,5812479942
56633880768,الدباغ-آل بن ظافر #1832,8801279307
56638609199,"آل جعفر, آل مقطة and أبا الخيل #16825",5807074150
56638935126,الحجار PLC #12695,2201048265
56640596383,آل بن لافي Inc #15981,9623917975
56642225711,الحجار and Sons #3636,9930057696
56642326874,العليان and Sons #8259,6953872414
56642456697,آل بن لافي Group #11147,3097922582
56657141376,آل صفوان Group #1199,6813953719
56666622778,مهنا LLC #1383,9416558259
56682653668,آل قصير-آل معيض #1482,5908544835
